   w                            DFT(re)                         exact(re)
-427.94514        0.00000000000000000027     0.0000000000000000000000000
-427.49656        0.00000000000000004628     0.0000000000000000000000000
-427.04798        0.00000000000000019663     0.0000000000000000000000000
-426.59940        0.00000000000000006438     0.0000000000000000000000000
-426.15082        0.00000000000000037877     0.0000000000000000000000000
-425.70224       -0.00000000000000005266     0.0000000000000000000000000
-425.25366       -0.00000000000000010912     0.0000000000000000000000000
-424.80508       -0.00000000000000004107     0.0000000000000000000000000
-424.35650       -0.00000000000000022791     0.0000000000000000000000000
-423.90792        0.00000000000000008355     0.0000000000000000000000000
-423.45934       -0.00000000000000003327     0.0000000000000000000000000
-423.01076        0.00000000000000015920     0.0000000000000000000000000
-422.56218       -0.00000000000000008513     0.0000000000000000000000000
-422.11360        0.00000000000000026859     0.0000000000000000000000000
-421.66502       -0.00000000000000007473     0.0000000000000000000000000
-421.21644       -0.00000000000000022999     0.0000000000000000000000000
-420.76786        0.00000000000000000238     0.0000000000000000000000000
-420.31928       -0.00000000000000007852     0.0000000000000000000000000
-419.87070       -0.00000000000000008739     0.0000000000000000000000000
-419.42212       -0.00000000000000003883     0.0000000000000000000000000
-418.97354        0.00000000000000011832     0.0000000000000000000000000
-418.52496       -0.00000000000000002683     0.0000000000000000000000000
-418.07638        0.00000000000000000189     0.0000000000000000000000000
-417.62780        0.00000000000000000384     0.0000000000000000000000000
-417.17922        0.00000000000000027607     0.0000000000000000000000000
-416.73064        0.00000000000000002913     0.0000000000000000000000000
-416.28206        0.00000000000000018016     0.0000000000000000000000000
-415.83348        0.00000000000000001039     0.0000000000000000000000000
-415.38490        0.00000000000000011066     0.0000000000000000000000000
-414.93632        0.00000000000000005631     0.0000000000000000000000000
-414.48774       -0.00000000000000003340     0.0000000000000000000000000
-414.03916       -0.00000000000000002311     0.0000000000000000000000000
-413.59059        0.00000000000000006157     0.0000000000000000000000000
-413.14201       -0.00000000000000015768     0.0000000000000000000000000
-412.69343        0.00000000000000040027     0.0000000000000000000000000
-412.24485        0.00000000000000018068     0.0000000000000000000000000
-411.79627       -0.00000000000000011476     0.0000000000000000000000000
-411.34769       -0.00000000000000001177     0.0000000000000000000000000
-410.89911        0.00000000000000016395     0.0000000000000000000000000
-410.45053        0.00000000000000002008     0.0000000000000000000000000
-410.00195        0.00000000000000001519     0.0000000000000000000000000
-409.55337       -0.00000000000000018943     0.0000000000000000000000000
-409.10479       -0.00000000000000000138     0.0000000000000000000000000
-408.65621        0.00000000000000022339     0.0000000000000000000000000
-408.20763       -0.00000000000000127644     0.0000000000000000000000000
-407.75905        0.00000000000000028272     0.0000000000000000000000000
-407.31047       -0.00000000000000000036     0.0000000000000000000000000
-406.86189        0.00000000000000033921     0.0000000000000000000000000
-406.41331       -0.00000000000000004817     0.0000000000000000000000000
-405.96473        0.00000000000000055996     0.0000000000000000000000000
-405.51615        0.00000000000000008918     0.0000000000000000000000000
-405.06757       -0.00000000000000031334     0.0000000000000000000000000
-404.61899       -0.00000000000000020930     0.0000000000000000000000000
-404.17041        0.00000000000000011220     0.0000000000000000000000000
-403.72183        0.00000000000000025488     0.0000000000000000000000000
-403.27325       -0.00000000000000009689     0.0000000000000000000000000
-402.82467        0.00000000000000025514     0.0000000000000000000000000
-402.37609       -0.00000000000000092102     0.0000000000000000000000000
-401.92751       -0.00000000000000006891     0.0000000000000000000000000
-401.47893        0.00000000000000012466     0.0000000000000000000000000
-401.03035       -0.00000000000000002806     0.0000000000000000000000000
-400.58177       -0.00000000000000003117     0.0000000000000000000000000
-400.13319        0.00000000000000121168     0.0000000000000000000000000
-399.68461       -0.00000000000000118548     0.0000000000000000000000000
-399.23603       -0.00000000000000003159     0.0000000000000000000000000
-398.78745        0.00000000000000002404     0.0000000000000000000000000
-398.33887        0.00000000000000118997     0.0000000000000000000000000
-397.89029       -0.00000000000000003670     0.0000000000000000000000000
-397.44171       -0.00000000000000016850     0.0000000000000000000000000
-396.99313        0.00000000000000017012     0.0000000000000000000000000
-396.54455       -0.00000000000000008963     0.0000000000000000000000000
-396.09597        0.00000000000000004460     0.0000000000000000000000000
-395.64739       -0.00000000000000039874     0.0000000000000000000000000
-395.19881       -0.00000000000000016278     0.0000000000000000000000000
-394.75023       -0.00000000000000002584     0.0000000000000000000000000
-394.30165       -0.00000000000000006982     0.0000000000000000000000000
-393.85307        0.00000000000000014208     0.0000000000000000000000000
-393.40449       -0.00000000000000144942     0.0000000000000000000000000
-392.95591       -0.00000000000000008840     0.0000000000000000000000000
-392.50733       -0.00000000000000038649     0.0000000000000000000000000
-392.05875       -0.00000000000000006918     0.0000000000000000000000000
-391.61017        0.00000000000000008406     0.0000000000000000000000000
-391.16159        0.00000000000000003032     0.0000000000000000000000000
-390.71301       -0.00000000000000020639     0.0000000000000000000000000
-390.26444       -0.00000000000000009577     0.0000000000000000000000000
-389.81586       -0.00000000000000039451     0.0000000000000000000000000
-389.36728        0.00000000000000005829     0.0000000000000000000000000
-388.91870        0.00000000000000040201     0.0000000000000000000000000
-388.47012        0.00000000000000008533     0.0000000000000000000000000
-388.02154       -0.00000000000000011318     0.0000000000000000000000000
-387.57296       -0.00000000000000022137     0.0000000000000000000000000
-387.12438        0.00000000000000024112     0.0000000000000000000000000
-386.67580        0.00000000000000014648     0.0000000000000000000000000
-386.22722       -0.00000000000000007908     0.0000000000000000000000000
-385.77864       -0.00000000000000046846     0.0000000000000000000000000
-385.33006       -0.00000000000000010208     0.0000000000000000000000000
-384.88148       -0.00000000000000021322     0.0000000000000000000000000
-384.43290        0.00000000000000081846     0.0000000000000000000000000
-383.98432        0.00000000000000064812     0.0000000000000000000000000
-383.53574       -0.00000000000000019370     0.0000000000000000000000000
-383.08716       -0.00000000000000005169     0.0000000000000000000000000
-382.63858       -0.00000000000000002049     0.0000000000000000000000000
-382.19000        0.00000000000000128612     0.0000000000000000000000000
-381.74142        0.00000000000000022232     0.0000000000000000000000000
-381.29284        0.00000000000000021854     0.0000000000000000000000000
-380.84426        0.00000000000000010072     0.0000000000000000000000000
-380.39568        0.00000000000000028444     0.0000000000000000000000000
-379.94710       -0.00000000000000011927     0.0000000000000000000000000
-379.49852        0.00000000000000011499     0.0000000000000000000000000
-379.04994        0.00000000000000027544     0.0000000000000000000000000
-378.60136        0.00000000000000377624     0.0000000000000000000000000
-378.15278       -0.00000000000000000537     0.0000000000000000000000000
-377.70420       -0.00000000000000014808     0.0000000000000000000000000
-377.25562       -0.00000000000000001300     0.0000000000000000000000000
-376.80704       -0.00000000000000022263     0.0000000000000000000000000
-376.35846        0.00000000000000049365     0.0000000000000000000000000
-375.90988       -0.00000000000000043156     0.0000000000000000000000000
-375.46130        0.00000000000000049437     0.0000000000000000000000000
-375.01272       -0.00000000000000299242     0.0000000000000000000000000
-374.56414        0.00000000000000012225     0.0000000000000000000000000
-374.11556        0.00000000000000180367     0.0000000000000000000000000
-373.66698       -0.00000000000000010368     0.0000000000000000000000000
-373.21840        0.00000000000000012324     0.0000000000000000000000000
-372.76982        0.00000000000000198058     0.0000000000000000000000000
-372.32124       -0.00000000000000032805     0.0000000000000000000000000
-371.87266        0.00000000000000071079     0.0000000000000000000000000
-371.42408        0.00000000000000020490     0.0000000000000000000000000
-370.97550       -0.00000000000000005347     0.0000000000000000000000000
-370.52692       -0.00000000000001379824     0.0000000000000000000000000
-370.07834        0.00000000000000004392     0.0000000000000000000000000
-369.62976       -0.00000000000000022944     0.0000000000000000000000000
-369.18118        0.00000000000000018217     0.0000000000000000000000000
-368.73260        0.00000000000000104326     0.0000000000000000000000000
-368.28402       -0.00000000000000019109     0.0000000000000000000000000
-367.83544       -0.00000000000000004274     0.0000000000000000000000000
-367.38686        0.00000000000000185025     0.0000000000000000000000000
-366.93828       -0.00000000000000056113     0.0000000000000000000000000
-366.48971        0.00000000000000012021     0.0000000000000000000000000
-366.04113        0.00000000000000001420     0.0000000000000000000000000
-365.59255        0.00000000000000034027     0.0000000000000000000000000
-365.14397       -0.00000000000000041705     0.0000000000000000000000000
-364.69539       -0.00000000000001018353     0.0000000000000000000000000
-364.24681       -0.00000000000000000094     0.0000000000000000000000000
-363.79823        0.00000000000000033704     0.0000000000000000000000000
-363.34965       -0.00000000000000030301     0.0000000000000000000000000
-362.90107        0.00000000000000008355     0.0000000000000000000000000
-362.45249       -0.00000000000000005040     0.0000000000000000000000000
-362.00391        0.00000000000000011484     0.0000000000000000000000000
-361.55533        0.00000000000000034319     0.0000000000000000000000000
-361.10675       -0.00000000000000038939     0.0000000000000000000000000
-360.65817        0.00000000000000034756     0.0000000000000000000000000
-360.20959        0.00000000000000011283     0.0000000000000000000000000
-359.76101        0.00000000000000054603     0.0000000000000000000000000
-359.31243        0.00000000000000040965     0.0000000000000000000000000
-358.86385        0.00000000000000096421     0.0000000000000000000000000
-358.41527        0.00000000000000036095     0.0000000000000000000000000
-357.96669        0.00000000000000016330     0.0000000000000000000000000
-357.51811       -0.00000000000000111343     0.0000000000000000000000000
-357.06953        0.00000000000000009598     0.0000000000000000000000000
-356.62095       -0.00000000000000038565     0.0000000000000000000000000
-356.17237       -0.00000000000000020470     0.0000000000000000000000000
-355.72379        0.00000000000000064439     0.0000000000000000000000000
-355.27521        0.00000000000000021783     0.0000000000000000000000000
-354.82663       -0.00000000000000044859     0.0000000000000000000000000
-354.37805       -0.00000000000000113512     0.0000000000000000000000000
-353.92947       -0.00000000000000032121     0.0000000000000000000000000
-353.48089       -0.00000000000000003325     0.0000000000000000000000000
-353.03231       -0.00000000000000020378     0.0000000000000000000000000
-352.58373        0.00000000000000385089     0.0000000000000000000000000
-352.13515        0.00000000000000013203     0.0000000000000000000000000
-351.68657        0.00000000000000025042     0.0000000000000000000000000
-351.23799        0.00000000000000024740     0.0000000000000000000000000
-350.78941       -0.00000000000000060766     0.0000000000000000000000000
-350.34083        0.00000000000000023596     0.0000000000000000000000000
-349.89225       -0.00000000000000064666     0.0000000000000000000000000
-349.44367       -0.00000000000000001008     0.0000000000000000000000000
-348.99509        0.00000000000000066657     0.0000000000000000000000000
-348.54651        0.00000000000000006454     0.0000000000000000000000000
-348.09793        0.00000000000000009668     0.0000000000000000000000000
-347.64935       -0.00000000000000048013     0.0000000000000000000000000
-347.20077       -0.00000000000000041185     0.0000000000000000000000000
-346.75219       -0.00000000000000019180     0.0000000000000000000000000
-346.30361        0.00000000000000048122     0.0000000000000000000000000
-345.85503       -0.00000000000000109210     0.0000000000000000000000000
-345.40645        0.00000000000000006764     0.0000000000000000000000000
-344.95787       -0.00000000000000059950     0.0000000000000000000000000
-344.50929        0.00000000000000089977     0.0000000000000000000000000
-344.06071       -0.00000000000000030093     0.0000000000000000000000000
-343.61213        0.00000000000000005179     0.0000000000000000000000000
-343.16355       -0.00000000000000173994     0.0000000000000000000000000
-342.71498        0.00000000000000044299     0.0000000000000000000000000
-342.26640        0.00000000000000039434     0.0000000000000000000000000
-341.81782        0.00000000000000027374     0.0000000000000000000000000
-341.36924       -0.00000000000000852067     0.0000000000000000000000000
-340.92066       -0.00000000000000111827     0.0000000000000000000000000
-340.47208        0.00000000000000027324     0.0000000000000000000000000
-340.02350       -0.00000000000000037159     0.0000000000000000000000000
-339.57492       -0.00000000000000012697     0.0000000000000000000000000
-339.12634        0.00000000000000084453     0.0000000000000000000000000
-338.67776       -0.00000000000000106526     0.0000000000000000000000000
-338.22918       -0.00000000000000023558     0.0000000000000000000000000
-337.78060       -0.00000000000000029807     0.0000000000000000000000000
-337.33202       -0.00000000000000158588     0.0000000000000000000000000
-336.88344        0.00000000000000091206     0.0000000000000000000000000
-336.43486        0.00000000000000018009     0.0000000000000000000000000
-335.98628       -0.00000000000000000069     0.0000000000000000000000000
-335.53770        0.00000000000000044262     0.0000000000000000000000000
-335.08912        0.00000000000000019273     0.0000000000000000000000000
-334.64054       -0.00000000000000037722     0.0000000000000000000000000
-334.19196       -0.00000000000000049131     0.0000000000000000000000000
-333.74338       -0.00000000000000081372     0.0000000000000000000000000
-333.29480        0.00000000000000100898     0.0000000000000000000000000
-332.84622       -0.00000000000000157557     0.0000000000000000000000000
-332.39764        0.00000000000000018381     0.0000000000000000000000000
-331.94906        0.00000000000000051423     0.0000000000000000000000000
-331.50048        0.00000000000000010429     0.0000000000000000000000000
-331.05190        0.00000000000000027986     0.0000000000000000000000000
-330.60332        0.00000000000001343384     0.0000000000000000000000000
-330.15474        0.00000000000000037391     0.0000000000000000000000000
-329.70616        0.00000000000000066087     0.0000000000000000000000000
-329.25758        0.00000000000000057665     0.0000000000000000000000000
-328.80900        0.00000000000001310363     0.0000000000000000000000000
-328.36042        0.00000000000000084205     0.0000000000000000000000000
-327.91184       -0.00000000000000144766     0.0000000000000000000000000
-327.46326        0.00000000000000066462     0.0000000000000000000000000
-327.01468       -0.00000000000000025184     0.0000000000000000000000000
-326.56610        0.00000000000000052421     0.0000000000000000000000000
-326.11752        0.00000000000000016219     0.0000000000000000000000000
-325.66894        0.00000000000000108695     0.0000000000000000000000000
-325.22036        0.00000000000000019848     0.0000000000000000000000000
-324.77178       -0.00000000000000039590     0.0000000000000000000000000
-324.32320       -0.00000000000000075678     0.0000000000000000000000000
-323.87462       -0.00000000000000053192     0.0000000000000000000000000
-323.42604       -0.00000000000000147246     0.0000000000000000000000000
-322.97746       -0.00000000000000015062     0.0000000000000000000000000
-322.52888        0.00000000000000256535     0.0000000000000000000000000
-322.08030        0.00000000000000001702     0.0000000000000000000000000
-321.63172       -0.00000000000000003604     0.0000000000000000000000000
-321.18314       -0.00000000000000513726     0.0000000000000000000000000
-320.73456        0.00000000000000171509     0.0000000000000000000000000
-320.28598        0.00000000000000151326     0.0000000000000000000000000
-319.83740       -0.00000000000000024885     0.0000000000000000000000000
-319.38883       -0.00000000000000012273     0.0000000000000000000000000
-318.94025        0.00000000000000089063     0.0000000000000000000000000
-318.49167       -0.00000000000000170363     0.0000000000000000000000000
-318.04309       -0.00000000000000070076     0.0000000000000000000000000
-317.59451        0.00000000000000025520     0.0000000000000000000000000
-317.14593        0.00000000000000036384     0.0000000000000000000000000
-316.69735       -0.00000000000000055507     0.0000000000000000000000000
-316.24877        0.00000000000000039334     0.0000000000000000000000000
-315.80019        0.00000000000000046066     0.0000000000000000000000000
-315.35161        0.00000000000000012707     0.0000000000000000000000000
-314.90303        0.00000000000000036627     0.0000000000000000000000000
-314.45445        0.00000000000000001535     0.0000000000000000000000000
-314.00587       -0.00000000000000011789     0.0000000000000000000000000
-313.55729       -0.00000000000000120025     0.0000000000000000000000000
-313.10871       -0.00000000000000036395     0.0000000000000000000000000
-312.66013       -0.00000000000000060508     0.0000000000000000000000000
-312.21155       -0.00000000000000245158     0.0000000000000000000000000
-311.76297       -0.00000000000000035418     0.0000000000000000000000000
-311.31439        0.00000000000000066581     0.0000000000000000000000000
-310.86581       -0.00000000000000113713     0.0000000000000000000000000
-310.41723        0.00000000000000023130     0.0000000000000000000000000
-309.96865        0.00000000000000094881     0.0000000000000000000000000
-309.52007       -0.00000000000000033542     0.0000000000000000000000000
-309.07149       -0.00000000000000063875     0.0000000000000000000000000
-308.62291        0.00000000000000035142     0.0000000000000000000000000
-308.17433        0.00000000000000141781     0.0000000000000000000000000
-307.72575        0.00000000000000035916     0.0000000000000000000000000
-307.27717       -0.00000000000000004862     0.0000000000000000000000000
-306.82859        0.00000000000000013491     0.0000000000000000000000000
-306.38001       -0.00000000000000027986     0.0000000000000000000000000
-305.93143       -0.00000000000000037899     0.0000000000000000000000000
-305.48285       -0.00000000000000084906     0.0000000000000000000000000
-305.03427        0.00000000000000005304     0.0000000000000000000000000
-304.58569       -0.00000000000000089529     0.0000000000000000000000000
-304.13711       -0.00000000000000011989     0.0000000000000000000000000
-303.68853       -0.00000000000000114816     0.0000000000000000000000000
-303.23995       -0.00000000000000018973     0.0000000000000000000000000
-302.79137       -0.00000000000000074166     0.0000000000000000000000000
-302.34279       -0.00000000000000041854     0.0000000000000000000000000
-301.89421       -0.00000000000000317789     0.0000000000000000000000000
-301.44563       -0.00000000000000034062     0.0000000000000000000000000
-300.99705       -0.00000000000000018401     0.0000000000000000000000000
-300.54847        0.00000000000000000964     0.0000000000000000000000000
-300.09989        0.00000000000000057232     0.0000000000000000000000000
-299.65131        0.00000000000000025496     0.0000000000000000000000000
-299.20273        0.00000000000000167431     0.0000000000000000000000000
-298.75415       -0.00000000000000332399     0.0000000000000000000000000
-298.30557        0.00000000000000002631     0.0000000000000000000000000
-297.85699        0.00000000000000156071     0.0000000000000000000000000
-297.40841        0.00000000000000014555     0.0000000000000000000000000
-296.95983       -0.00000000000000066711     0.0000000000000000000000000
-296.51125        0.00000000000000046684     0.0000000000000000000000000
-296.06267        0.00000000000000134038     0.0000000000000000000000000
-295.61410        0.00000000000000070823     0.0000000000000000000000000
-295.16552       -0.00000000000000189872     0.0000000000000000000000000
-294.71694        0.00000000000000037401     0.0000000000000000000000000
-294.26836       -0.00000000000000174954     0.0000000000000000000000000
-293.81978        0.00000000000000027811     0.0000000000000000000000000
-293.37120        0.00000000000000083002     0.0000000000000000000000000
-292.92262       -0.00000000000000168007     0.0000000000000000000000000
-292.47404       -0.00000000000000124674     0.0000000000000000000000000
-292.02546        0.00000000000000076248     0.0000000000000000000000000
-291.57688        0.00000000000000513284     0.0000000000000000000000000
-291.12830       -0.00000000000000085895     0.0000000000000000000000000
-290.67972       -0.00000000000000089311     0.0000000000000000000000000
-290.23114       -0.00000000000000019330     0.0000000000000000000000000
-289.78256        0.00000000000000095494     0.0000000000000000000000000
-289.33398       -0.00000000000000146990     0.0000000000000000000000000
-288.88540       -0.00000000000000024840     0.0000000000000000000000000
-288.43682       -0.00000000000000777446     0.0000000000000000000000000
-287.98824        0.00000000000000034532     0.0000000000000000000000000
-287.53966        0.00000000000000565092     0.0000000000000000000000000
-287.09108        0.00000000000000104370     0.0000000000000000000000000
-286.64250        0.00000000000000024431     0.0000000000000000000000000
-286.19392       -0.00000000000000031622     0.0000000000000000000000000
-285.74534        0.00000000000000147059     0.0000000000000000000000000
-285.29676       -0.00000000000000014627     0.0000000000000000000000000
-284.84818        0.00000000000000045991     0.0000000000000000000000000
-284.39960        0.00000000000000017598     0.0000000000000000000000000
-283.95102       -0.00000000000000240977     0.0000000000000000000000000
-283.50244       -0.00000000000000034524     0.0000000000000000000000000
-283.05386       -0.00000000000000406394     0.0000000000000000000000000
-282.60528        0.00000000000000255760     0.0000000000000000000000000
-282.15670        0.00000000000000080548     0.0000000000000000000000000
-281.70812       -0.00000000000000299595     0.0000000000000000000000000
-281.25954        0.00000000000001331718     0.0000000000000000000000000
-280.81096        0.00000000000000082902     0.0000000000000000000000000
-280.36238       -0.00000000000000070182     0.0000000000000000000000000
-279.91380       -0.00000000000000389127     0.0000000000000000000000000
-279.46522       -0.00000000000000165726     0.0000000000000000000000000
-279.01664       -0.00000000000001408259     0.0000000000000000000000000
-278.56806        0.00000000000000242335     0.0000000000000000000000000
-278.11948       -0.00000000000000320395     0.0000000000000000000000000
-277.67090        0.00000000000000420175     0.0000000000000000000000000
-277.22232        0.00000000000000641715     0.0000000000000000000000000
-276.77374        0.00000000000000012906     0.0000000000000000000000000
-276.32516       -0.00000000000000116138     0.0000000000000000000000000
-275.87658       -0.00000000000000070682     0.0000000000000000000000000
-275.42800       -0.00000000000000125481     0.0000000000000000000000000
-274.97942       -0.00000000000000026457     0.0000000000000000000000000
-274.53084        0.00000000000000095906     0.0000000000000000000000000
-274.08226        0.00000000000000076262     0.0000000000000000000000000
-273.63368        0.00000000000000055906     0.0000000000000000000000000
-273.18510       -0.00000000000000040107     0.0000000000000000000000000
-272.73652        0.00000000000000259756     0.0000000000000000000000000
-272.28794        0.00000000000000020952     0.0000000000000000000000000
-271.83937        0.00000000000000022131     0.0000000000000000000000000
-271.39079        0.00000000000000074625     0.0000000000000000000000000
-270.94221        0.00000000000000035503     0.0000000000000000000000000
-270.49363       -0.00000000000000023281     0.0000000000000000000000000
-270.04505        0.00000000000000161268     0.0000000000000000000000000
-269.59647        0.00000000000000081832     0.0000000000000000000000000
-269.14789       -0.00000000000000065033     0.0000000000000000000000000
-268.69931       -0.00000000000000189484     0.0000000000000000000000000
-268.25073        0.00000000000000026256     0.0000000000000000000000000
-267.80215        0.00000000000000050583     0.0000000000000000000000000
-267.35357        0.00000000000000072213     0.0000000000000000000000000
-266.90499       -0.00000000000000158025     0.0000000000000000000000000
-266.45641       -0.00000000000000003741     0.0000000000000000000000000
-266.00783       -0.00000000000000029987     0.0000000000000000000000000
-265.55925       -0.00000000000000007230     0.0000000000000000000000000
-265.11067        0.00000000000000012235     0.0000000000000000000000000
-264.66209       -0.00000000000000036513     0.0000000000000000000000000
-264.21351       -0.00000000000000069167     0.0000000000000000000000000
-263.76493        0.00000000000000022487     0.0000000000000000000000000
-263.31635       -0.00000000000000070702     0.0000000000000000000000000
-262.86777       -0.00000000000000149052     0.0000000000000000000000000
-262.41919       -0.00000000000000104437     0.0000000000000000000000000
-261.97061       -0.00000000000000097426     0.0000000000000000000000000
-261.52203        0.00000000000000024349     0.0000000000000000000000000
-261.07345       -0.00000000000000018144     0.0000000000000000000000000
-260.62487       -0.00000000000000172940     0.0000000000000000000000000
-260.17629        0.00000000000000007933     0.0000000000000000000000000
-259.72771       -0.00000000000000084555     0.0000000000000000000000000
-259.27913        0.00000000000000082855     0.0000000000000000000000000
-258.83055       -0.00000000000000110597     0.0000000000000000000000000
-258.38197       -0.00000000000000093711     0.0000000000000000000000000
-257.93339       -0.00000000000000067447     0.0000000000000000000000000
-257.48481        0.00000000000000023640     0.0000000000000000000000000
-257.03623        0.00000000000000021754     0.0000000000000000000000000
-256.58765        0.00000000000000027523     0.0000000000000000000000000
-256.13907        0.00000000000000004083     0.0000000000000000000000000
-255.69049       -0.00000000000000000801     0.0000000000000000000000000
-255.24191       -0.00000000000000005289     0.0000000000000000000000000
-254.79333       -0.00000000000000018839     0.0000000000000000000000000
-254.34475        0.00000000000000003894     0.0000000000000000000000000
-253.89617       -0.00000000000000134998     0.0000000000000000000000000
-253.44759       -0.00000000000000025209     0.0000000000000000000000000
-252.99901       -0.00000000000000024040     0.0000000000000000000000000
-252.55043        0.00000000000000210959     0.0000000000000000000000000
-252.10185        0.00000000000000045472     0.0000000000000000000000000
-251.65327        0.00000000000000020128     0.0000000000000000000000000
-251.20469        0.00000000000000005356     0.0000000000000000000000000
-250.75611        0.00000000000000056653     0.0000000000000000000000000
-250.30753       -0.00000000000000099033     0.0000000000000000000000000
-249.85895        0.00000000000000023744     0.0000000000000000000000000
-249.41037       -0.00000000000000533836     0.0000000000000000000000000
-248.96179        0.00000000000000062798     0.0000000000000000000000000
-248.51321       -0.00000000000000030456     0.0000000000000000000000000
-248.06464       -0.00000000000000117223     0.0000000000000000000000000
-247.61606       -0.00000000000000009619     0.0000000000000000000000000
-247.16748       -0.00000000000000002443     0.0000000000000000000000000
-246.71890       -0.00000000000000020643     0.0000000000000000000000000
-246.27032       -0.00000000000000027077     0.0000000000000000000000000
-245.82174       -0.00000000000000169331     0.0000000000000000000000000
-245.37316       -0.00000000000000000296     0.0000000000000000000000000
-244.92458       -0.00000000000000115930     0.0000000000000000000000000
-244.47600        0.00000000000000004556     0.0000000000000000000000000
-244.02742       -0.00000000000000055154     0.0000000000000000000000000
-243.57884        0.00000000000000067287     0.0000000000000000000000000
-243.13026        0.00000000000000355640     0.0000000000000000000000000
-242.68168       -0.00000000000000008393     0.0000000000000000000000000
-242.23310        0.00000000000000012575     0.0000000000000000000000000
-241.78452        0.00000000000000472954     0.0000000000000000000000000
-241.33594       -0.00000000000000013780     0.0000000000000000000000000
-240.88736       -0.00000000000000007336     0.0000000000000000000000000
-240.43878       -0.00000000000000032099     0.0000000000000000000000000
